id	day1	day2	day3
TIMELESS	-1.862383482	1.656224815	-1.704924548
TRPM8	-1.830434266	2.996243801	4.829709864
EFNA3	3.548672525	2.584672668	1.615615571
ZC3HAV1	-1.131926044	-1.864302006	-1.166192151
NARF	1.296436342	2.572967445	-1.381789826
FNDC3B	-1.28284514	4.033397634	-2.085056119
RAB3C	3.602532857	2.5344002	-1.830163393
NSMAF	-2.0126604	-3.383616531	4.514625933
PHLPP2	-1.279977747	2.004651223	1.461235294
PMF1	-2.022149184	1.399701847	-1.218956443
CPNE2	-2.479809721	5.714367223	7.968245724
UBE4A	1.270729963	-0.931263511	0.999839589
CLMN	1.27069916	-1.320068183	3.035035274
NFIB	-1.455478534	-3.818342746	0.848065251
AKR7L	-2.515681518	3.40425042	1.351652555
AL583836.1	-2.466746983	6.983992105	-5.71590427
CAMSAP1	1.070094741	-2.238445969	-5.374090605
TEAD2	-2.554242359	-2.426772889	4.094146144
DPP3	-1.97602725	-0.899604898	-3.280818183
CTPS2	-1.961956279	1.400419014	-2.882985306
SOCS2	-2.410567595	4.405180119	-3.804242611
ADGRB2	5.059634936	-2.31053258	4.81176568
GNS	1.112682791	2.746473737	3.957014422
PUDP	-1.457060521	1.011458171	-2.356823895
CTH	1.768841497	5.966902681	-2.549502676
CDS1	3.68094238	2.806168419	2.43395645
DNAAF3	4.53861743	-2.746757071	-1.281426415
LRRN2	-3.401916869	2.199232275	-4.499918895
VPS35L	-1.292763473	5.712700004	-2.515767497
VCP	-1.303557201	-1.651834436	1.558619611
SYT5	5.239387591	-1.150662583	-2.824395364
TNFSF9	3.735070566	-0.877849815	2.138519704
RGS10	3.207861558	-2.989172634	-2.537275532
SCAI	1.750976095	1.111463415	-0.948140248
LINC02158	3.433576029	3.370052259	1.635617852
SKAP1	-3.784389661	1.328682002	6.4357578
UGDH	-1.871839826	2.088708786	2.657885925
OTC	-4.233724675	-2.950587892	-1.576600149
NUAK2	-3.206525935	-3.361796526	3.75435029
EXOSC10	-1.497507777	-1.933715232	-1.519818831
PCDH10	5.557436234	2.928775754	3.472609078
SLC30A3	5.091418472	3.90733608	-5.52743998
PLPP2	3.509601538	-1.414841521	-1.356438888
NEK6	-1.862119854	-1.824405058	1.097045482
KRT8	-2.523198523	-2.203756839	1.596226159
CDKN2AIPNL	1.428705161	-2.432539669	-2.747942698
HNF1B	-2.48917185	5.937130838	2.140427661
ELMOD1	3.84903819	2.027976726	6.162709713
ADI1	-1.342486833	-3.772056274	-2.705702435
ABCG4	4.855840728	1.707635648	2.778680722
CHRAC1	-1.76174183	-1.719762095	2.496242853
CARD6	-2.927615835	-1.441995112	-3.643626393
ABCC3	-2.43877514	-1.534206667	-1.822023057
KRT80	-3.296758377	-0.667593324	3.424066874
DPYSL5	4.290550856	-1.879866884	-0.677917438
UBE2Q2	-2.139637117	2.429554429	-3.834168621
PAIP2B	1.919475514	-1.7497517	3.118621458
SLC9B2	-1.420480204	6.730724519	-0.81239526
CFLAR	-1.298849537	4.41705344	-3.311112259
UNC5CL	-2.651336964	-3.632254055	-3.535114451
KAT5	-1.703487355	-3.0290881	1.900134866
UBE2C	-2.736285423	2.659891083	3.220882051
TXNRD2	-2.257082818	-2.472577179	5.66565122
KIF3A	1.972737951	1.152521399	-4.049121476
TPM1-AS	-2.877782471	0.845750865	1.12943519
LRRC49	3.448184257	6.029889134	-1.093882539
ARSB	-1.220244589	1.109727145	-3.682809122
GLYATL1	-2.680639082	-1.632837357	3.752510703
FUS	-1.467958524	-1.980352145	-0.766870322
AC023157.3	3.003577476	-2.208685183	3.253063813
BCAS1	-4.30380487	-2.370334161	3.933818011
PSG2	-4.194658031	1.774409441	5.84804401
CXCL1	-2.844393267	1.150461049	-4.783560962
CHST9	-1.654340309	1.86418984	1.902775843
SYBU	1.263837109	2.330855089	5.146142122
SMC4	-2.345962239	-2.897143138	1.210919617
KCNJ10	3.575587977	5.707923527	-3.36590218
DIRAS1	4.369433771	-3.837764644	-1.364944046
SLC25A37	1.16849442	-4.380214629	7.3206298
CIAO1	0.962841282	2.847159178	3.263659048
CDK2AP1	-1.573164241	-4.109895857	4.999750679
CKAP4	-1.593937492	4.150406186	3.288601233
ABLIM1	-1.280524073	-1.507819231	1.534173303
LAD1	-2.880089394	2.25307783	-0.641801791
ACADSB	1.744140205	-3.981431621	-1.263969023
DUSP5	1.539261104	1.186653505	-1.649275114
ZNF827	-2.258657058	-2.191899743	-1.109161796
FETUB	-1.639545466	1.39537611	2.03815404
MIR99AHG	-3.090310522	-1.759102322	-2.757523095
CCND1	-2.469712402	4.801158024	5.5910616
DNM3	3.069460719	-4.064303309	-1.794079725
RBM3	-1.527933955	-1.350820125	2.440419115
SBNO1	1.612036279	-2.846755358	1.703384826
GLYAT	-3.808736979	-1.427065069	-2.399900083
ICAM5	5.128732224	-3.303135257	1.847126891
EIF4G2	-1.225937563	-2.695306007	1.668579608
PDLIM1	-1.569373879	6.135569951	1.555154029
ARL13B	1.823669535	-2.621795874	2.108477656
GABBR1	3.122822276	-1.700568135	-3.462190481
PKLR	-4.10965171	6.043155263	3.454811231
ENPP2	2.111204031	-1.638675333	1.854410233
RASGRP2	3.345086561	-1.957386235	4.837287564
PHYHD1	-2.703539968	1.927261168	1.032349896
TBRG1	0.753638477	4.501916985	6.360958097
AF111167.2	1.591633675	-2.155138678	-1.502143277
ATP8A1	3.814685005	-2.180880415	-1.522357009
SPR	-1.541290525	1.870118221	-1.924286827
LUC7L2	-2.043132186	-2.422642313	3.188322093
INTS6L	3.65238196	2.096520256	-1.028501726
CU633967.1	-2.063882877	5.968037464	3.765634334
NEFL	4.212394139	-2.300402691	-3.440752132
TGFBR3	1.345937577	2.697518835	-2.262443922
FAM129A	1.754034594	-1.424278017	4.177448989
PCLO	3.672168244	5.083417293	0.992813226
NIM1K	4.139351511	2.792668504	-1.931665946
ATP1B2	4.359479083	-1.718949967	1.813083675
CYP2C9	-1.920724474	-2.099417394	-1.491805464
DLC1	1.222372535	-4.715184508	-1.888517966
FAM122A	1.224308775	1.557782748	-2.146947868
ITFG2	-1.901883163	-2.524904846	-1.704523423
NIPAL3	1.181488447	-0.993354947	1.132878797
H1F0	1.753138354	-1.422928671	2.678529946
MAP2	1.502606393	-1.352562067	4.156933948
MOCOS	-1.110132312	-1.019131982	2.329646695
SLC23A1	-4.122206114	-2.034616574	-1.476366764
APOL2	-1.615521723	3.811718201	-1.056331846
TMEM67	2.071417868	1.466777716	-1.576505133
AJUBA	-1.740591735	3.984811491	3.225078424
DHRS4	-1.592671994	-2.900594175	4.938667561
MERTK	1.701067418	5.336777076	-3.550965046
CYP2C8	-2.826852227	1.625246174	-3.365661063
SLC20A1	1.343689198	1.883553277	-3.766424039
AC015917.2	-4.675421348	2.049831035	-2.53154794
ST5	-2.058850961	-2.309339981	-1.576784248
PHGDH	1.564442782	-0.789423624	-3.522538688
ACTR1A	-1.126724661	-4.133437856	3.1152136
CARD8	-2.0121533	-2.293052796	2.231055662
FAAP24	-3.772228954	1.707927775	3.348593743
RBP7	2.855318128	1.702189941	-2.88711996
KDELC2	-1.665827805	5.638886063	-2.308763368
AC098934.2	3.452124518	3.321217058	-1.376165662
GLP2R	-2.918353722	-3.957545536	-1.395070757
GPR155	2.605786653	1.960430984	-1.514906852
CXorf57	2.897269248	2.068121381	-2.087538036
SLC7A9	-2.066135263	1.431784703	-1.843076253
PVR	-1.846288697	-1.338973058	-1.120335109
CPA4	1.711778914	-2.166802769	6.241084829
TTC21A	2.025498896	1.61454581	2.73655105
CENPV	-1.317657004	2.091280414	-3.237090912
CRYZL2P	-1.85945407	-2.052761228	3.552474364
UNC5B	3.239008312	-2.416281838	-3.61007942
NCCRP1	4.993296551	-1.247818545	-1.23839727
SPON1	-3.002975203	6.151800866	1.626606111
AL359893.1	-4.56851178	-1.074161692	-1.76471918
AKR1C1	-1.724118887	-1.941078468	2.59858969
ERMAP	-1.964247482	0.728602066	-4.736783759
BEX1	4.546531452	1.863539134	1.091256017
FN1	-1.141843706	4.17096603	-2.311348993
MOV10	-2.352000589	-3.603232052	3.014776164
TFPI2	2.811925599	3.807564397	2.126464625
TMEM108	4.950148318	4.440166549	1.931552509
ABCB10	-2.046191959	-0.895849456	3.227393373
ESAM	2.958144681	-2.659713446	4.406584579
INHBE	-2.252053212	5.919093284	-1.452832922
MRPL49	-1.04049124	-2.294757655	5.220920334
TRIM16	-1.66200671	3.668451957	0.92769586
CTSO	-2.557971383	1.8789143	-1.003286731
PALM3	-4.361712757	-2.504029653	5.064249103
SLC44A3	-1.418347779	2.185803651	-1.266096342
TUBA4B	-2.293519589	-1.257892528	1.856574217
CNKSR2	2.21852028	-1.186749576	-3.462225989
PTPRN	4.399896068	-1.616552564	-2.001692566
SPARC	-2.998378024	-2.756059799	-1.71842966
TXNDC16	3.316393406	-3.768709664	-1.489815136
FLJ20021	1.862594227	-0.792686172	-4.698012799
TSPYL2	1.764481397	-0.741624267	1.378963688
ANK2	2.817594365	-1.796458883	1.167279332
GPR3	3.670985828	1.922048897	-3.502599959
AC102945.2	-3.01466621	2.567780081	5.182636438
GM2A	1.515140186	-3.259159848	-1.197181383
TNIK	1.581639698	3.512227107	1.639017287
IGF2BP2	2.265157821	2.075817378	4.318615063
FAM136A	-1.779744699	1.739478969	1.635411514
JMY	1.864045305	-2.510497917	-1.746376508
NIPAL2	-1.765923064	1.524114473	-1.924380577
CR2	4.796448227	2.07248003	-1.491998081
MT1B	3.918434527	4.438002702	-0.806645612
SCMH1	-2.275116256	6.448196899	0.742763452
AMN1	3.166419021	4.238477395	3.505007398
CNTNAP1	2.906685857	0.78786777	-1.250165006
TACR1	4.670330336	3.493735513	2.167015749
DDX56	-1.175905292	-2.935580582	3.966160698
RBP5	-2.526369244	-1.21724192	1.586918057
PLPPR4	4.284604508	-1.594461302	4.79412615
AC006058.1	4.199274588	-2.878828801	-2.961856661
ERBB3	-1.543029292	4.068164442	-1.478091703
ZNF704	-1.590221749	-2.215026134	-0.736758753
PMM1	1.714573544	6.126164645	5.00735268
MT-CO1	-2.418876615	4.810983238	-1.404108833
ANP32B	-1.002253254	-3.337662055	-3.244405437
HAMP	-3.566081215	-0.930089655	-2.125644951
KLHDC7A	-3.709528034	5.287616997	3.454040813
CYP26B1	4.281782792	4.942201402	-0.840875403
PARVB	-1.520485326	1.217533743	-2.373026971
ID1	-2.646975336	-2.211542248	-2.996030269
AC245297.1	3.024715785	4.302341512	1.084020209
NEK10	4.049361673	-3.455205507	3.743151314
DCAF16	1.148944128	4.433057905	4.152971119
CEND1	4.463978442	-1.751322353	2.72142439
UROD	-1.467269442	1.016067766	2.997673762
ZNF488	3.758421923	2.231005464	2.143217309
FAIM	-4.386116922	1.441306725	1.513831849
KLF12	1.488472595	2.101337602	2.677083014
AC103740.1	-2.396017345	4.854343199	-2.285466283
CLCF1	-3.723645442	-2.397534438	1.598281547
EPHX3	4.731842628	2.88534763	5.770937994
CDK5R2	4.970461181	1.075602777	2.824258365
FNTB	-1.302828877	1.483774131	3.158636258
UGT1A6	-1.942429397	1.821443536	-1.019714998
LIX1L	-1.455251262	-1.933024484	6.156935376
ALDOB	-1.589220126	3.486582971	1.062138552
SIX4	2.386957449	-2.528257289	1.710899505
ACTR3C	-2.083029096	-1.955696236	3.201969596
SYNPO2	2.890420632	1.106983444	-1.553118079
CEP104	1.028259134	-2.958191382	3.991447882
SLC7A10	3.78818437	-1.062149162	1.04641848
NCL	-1.857936042	1.463058802	2.764984317
EIF4E2	-1.522770696	2.151111565	2.865477683
FERMT1	-2.661059704	-1.609270743	2.126617264
ABCA1	-1.361020314	6.34774576	2.420433404
SATB1	-1.081528294	-1.795048	-1.05076458
SRSF1	-1.570644795	-1.896156288	6.316260156
FGF1	-3.098217563	4.271887108	1.967496572
TLE4	1.45821491	-2.51292743	2.294786497
CA5B	2.170059423	-2.550762406	1.294891102
AXL	-2.588965648	-1.519949339	-2.537614892
HOXA13	4.909493155	2.284798584	-0.894727963
CNTNAP2	0.923106949	1.515362689	-3.211933957
GFY	5.080467338	2.038255879	6.888649063
MT-ND5	-3.055557948	1.984574231	-1.750134064
LEAP2	-2.946343888	-1.470356982	-0.944760072
LPAR3	3.036386258	0.747729401	3.57016134
BMP6	4.50010009	-3.026144006	1.594736075
GPRC5A	1.508699929	6.181500748	1.83369317
GFOD1	1.621733738	-1.492726372	-1.806816166
PTPN13	3.293409779	1.408868925	-3.294152868
FDPS	-1.341566714	1.125308451	2.652299034
CYP11A1	-2.680979812	-1.039326433	1.74979378
TMEM135	1.009045679	2.276228141	-2.725090794
MTA3	-1.473966459	-1.874394354	-1.554396515
AC125611.3	-2.276034982	2.275412629	1.397805983
PRDM10	-1.438342225	-1.763695506	2.374815642
ZNF689	-1.893742159	1.811374916	-3.817588624
AKAP7	-2.734903708	3.044364885	2.290759109
DNAJC17	-2.450310191	-1.373700321	-1.219958595
SOD2	-1.786058032	3.214650398	-1.346818955
VGF	4.73090023	-0.977037309	-0.834590955
ZHX2	-1.935549142	-1.829050322	-1.348386038
SAA4	-1.908843902	2.387523708	1.924461509
ARSD	-1.406571333	-2.469205057	5.606543962
PARP4	-1.520279035	4.510178213	-2.044357771
TMCC1	-1.783265004	5.959963421	-1.85483567
ENO1	-1.174676115	-1.069744651	3.345748198
ZFP57	2.622021266	-1.573345384	-2.307001247
AMPD3	-1.742473097	-1.06952604	1.744778711
PYM1	-1.691121079	-1.446164124	-2.446756192
LAPTM5	-2.260106638	-2.228609941	5.242120204
RORB	5.247901875	1.21536597	-1.911616488
RFTN1	-1.219589981	-3.591114992	-1.401249989
NEK4	1.09124523	-1.572593819	4.609648543
TP53	-3.036848393	1.287751107	3.058899158
PELI2	3.056063408	-3.506291806	-2.884896575
TAC1	5.010949974	4.406097175	1.898265515
PIGZ	-3.022455348	-1.804653999	5.149375631
USP13	-1.563589957	-1.533862915	3.641681252
CALCA	2.700186923	-1.028799293	1.901697281
GMNC	1.697595584	1.657226386	0.772406774
NRCAM	1.917260923	5.228089516	1.799642583
TXNDC5	-1.377256692	-1.180863439	-1.2798436
SHMT1	-1.183283174	4.249603646	1.393195047
TEX15	5.207676602	1.140554576	-2.323126657
ING1	1.822008829	1.64254939	-1.866955376
ITSN1	-0.820106191	1.871209174	1.044527727
ITIH3	-1.093173828	2.968737412	1.899188212
IDH3A	1.468823841	-2.664243259	-2.929672795
FAM20A	-2.109198086	-2.995853136	-1.925393145
HSPA8	-1.753453063	-2.738265693	-2.544242615
AC036176.1	2.896205462	1.615387899	4.191681245
AIMP2	-1.131787786	3.89897172	-1.256309473
CRISPLD2	2.70086628	-2.874489875	2.348872949
BRINP1	3.301573537	0.81489549	-2.136047974
DNASE1L1	-2.231236801	-2.642674728	2.90168657
ALOX5	3.213454423	-2.055607908	-1.415783202
DZIP1	2.631875547	-1.678017296	4.974146396
SHISA7	5.093038812	3.415595211	-0.606747149
GRAMD1B	-2.435065791	-2.798400228	-1.262818821
INPP5F	1.981608728	1.819679954	4.749398783
KCNC1	5.165037307	-1.051910964	-1.298881272
ACSM2B	-2.634599615	2.153156332	-2.661995017
ZDHHC7	-1.102796533	3.5146154	5.739980748
RCAN1	-1.4203888	-2.15937402	3.431772731
WDR7	1.049326271	3.15923913	-1.87486896
BTBD3	1.595991077	-3.306223829	-2.336671316
PCBP3	4.569447482	-1.431454187	-1.372074919
AZIN2	2.308269707	2.234921154	2.332475984
SMARCC1	-1.331483486	-4.883204568	-2.657745419
LARP6	1.121129178	0.946336268	-1.324613342
HEY1	3.030355104	4.12980995	4.159176851
TOX2	3.758482625	1.116849331	4.83451337
BAIAP2L2	-3.834644075	-4.671586469	-0.604895186
TIMP4	2.39290446	-2.112032697	-2.833753512
CALCB	3.932567125	-1.576483015	1.320450961
FMNL2	1.237622558	1.219415104	2.793500737
SLC22A18AS	-3.155730928	-0.997852478	-3.276917297
BNIP3L	1.363366469	-3.121124682	2.089364387
GIT2	-1.066366797	1.478948857	2.434267387
ZBED1	-1.910505031	-1.118993625	-2.690377477
HOXA1	5.020237175	1.320439978	-2.496569894
VIM	-2.02373921	-2.64259333	6.024942447
RMDN3	1.135566629	6.188601135	5.646262469
C1QL4	4.065205658	4.009032056	-1.58518665
OR2I1P	-3.836275977	3.491515237	3.628901426
MYZAP	4.350143878	5.496731669	-1.513210201
HNRNPF	-0.907881032	-1.806580494	1.069766829
TRIM21	-1.826989233	1.410377713	1.51815554
CHAC1	3.523649419	4.955240497	4.197458274
LIF	-3.136599858	1.845756007	-2.0079343
NUDT17	-3.106289546	2.722283367	-2.664767379
UBE2E1	-1.530187252	-0.969951788	1.264622085
LINC01006	1.432947209	-1.89248819	1.284591887
TMOD2	1.625260995	2.068193427	-2.924915853
DOCK1	-1.101044683	4.399410013	-1.902014434
GPRIN1	2.239805229	-3.617652909	-2.71715608
GALT	-1.861440943	1.873036399	-1.447775523
RPS6KA3	-1.835537243	-3.460324309	3.567514974
PPP1R2	1.117009095	-1.790140892	-1.472625144
SYTL2	2.565045055	1.539437901	1.329233589
ITIH2	-2.094101815	2.031708857	3.108293961
ABCC6	-1.83173614	3.874400319	-1.984498441
PTPRM	-0.812310668	1.697781029	3.968582211
MARVELD2	-1.730689121	1.165088622	1.561553399
INO80C	-1.793283864	-1.449483684	0.839284758
KIF3B	1.158019645	0.754485794	-1.28111434
PEG3	2.147875588	-3.965059393	1.260383432
CNNM2	1.348135316	6.99928097	1.133810647
TRIM47	-2.92253326	3.38288927	2.857679586
GFI1	3.117420884	-0.705599233	5.806074721
F10	-1.225482773	-1.623430485	4.269487286
LANCL3	4.420511135	-4.05662511	4.095248552
TM4SF1	-2.158650143	-2.045358959	-2.847598505
TFAP2C	4.961693977	1.248442615	-2.768216229
STAT6	-2.460637603	-2.029076593	-2.716513211
CKMT1A	4.293612794	-1.945853723	-1.223360147
USP49	1.359580312	-3.071455013	4.616992817
DCAF11	1.201476563	5.172336669	-2.859124241
PSG3	-2.799642855	-1.852842284	2.048806465
DCLK1	4.052017595	-1.741242362	-3.021898539
PFN2	1.441491827	1.744237616	-1.241665719
SYDE1	-3.17843412	1.663022062	-1.753727017
RADIL	4.376195638	4.38103294	-1.732545907
LINC00885	-3.958283929	2.5690522	5.683883705
EHHADH	-1.866682582	7.068476374	-1.212460997
ARL4C	2.070539054	3.230780285	1.99600221
IRF2	-1.128661049	2.858858082	2.773930665
SYP	3.574926278	1.965266391	-1.327626917
PGAM1	-0.853995452	2.460415871	4.691134106
DDIT3	2.867694574	1.091218221	-1.208284645
NEFM	3.758727164	-2.725743378	4.451528084
LHX2	4.398478304	2.624517288	-1.088033487
HOXD8	4.709486255	0.955983801	3.915767904
BARX1	4.77538265	-2.494871282	-1.240309759
LINC00869	-1.638626637	2.390923234	2.352474993
AGPAT4	1.864142069	-0.913465114	2.018688486
GPT2	1.170734819	-3.907588044	1.412193636
AC021074.3	2.126755558	-1.501760585	1.190991857
PLIN1	-3.149573038	1.402561001	2.861797945
SAXO2	3.147027336	5.599053492	5.436854894
LIPC	-1.184022961	-2.500007972	2.917435208
EOGT	-2.081583462	-3.004120744	5.801127471
CCSER2	1.747276444	-1.833408639	-1.927797726
DUSP3	-1.49912992	4.214714271	1.309916519
PDPK1	1.2826405	-2.501707372	7.143776403
FAM57A	-2.847738913	-1.134931523	1.730971783
EYA4	4.738133077	1.581451433	1.755218428
YPEL2	-1.007550109	-1.305515229	-0.951419727
GPX7	-2.440241356	-3.307600968	2.937464462
F5	-1.254456742	4.574002666	-0.789392896
MAPK13	-2.244613847	1.243870248	-1.437584523
PROSER2	-2.371839265	-1.847853997	-3.794221082
HIST1H2AG	2.898260468	1.850789005	3.026137173
MGAM	-1.228086017	-3.09940453	-3.669218096
TMCC3	1.616931466	4.767143046	3.30306622
CENPO	-1.307994665	1.059308032	1.961431541
TRIM31	2.027269988	-1.85765364	0.920563639
TACC3	-2.43915939	-1.912967291	4.946805936
CAPN2	-0.802124666	2.94212241	-1.584385935
OLMALINC	2.138971409	-3.938949748	4.766502216
SERPIND1	-1.468735897	-1.582971385	-2.803294432
FNDC5	-2.111228368	1.766008579	-0.493635345
PSG7	-3.907864721	-2.0626692	4.604941935
ITIH1	-1.325613634	-2.806610943	2.889726201
HOGA1	-1.634071473	4.632569295	-2.40130186
DHRSX	-1.40547317	-2.082395086	1.775012732
UHRF1BP1	-1.120173347	-0.796427185	-1.646693834
GLRX5	1.91629938	3.462516783	-1.2296327
COX6B2	4.700192688	1.3299683	3.211454528
SF3B3	-0.966536711	-0.931555476	3.094712743
BICC1	-1.91614124	-2.600841709	-0.860807767
ALDH18A1	-0.799042067	2.557155498	5.078840322
GPC3	2.928490564	-1.039471149	1.403241667
RAB39A	4.742188244	6.30439642	-3.645634459
BCAT1	3.261416513	-1.222018491	5.69314159
PKIA	5.050264296	-1.050823121	-1.802058354
NME6	-1.643061468	6.037673024	-1.823877612
SQOR	-1.521467398	2.422825916	5.662328733
RBPMS	-2.872005425	-1.204884354	3.916580179
PLA2G12A	1.281668538	0.979053173	2.474045771
DAO	-2.351268252	-4.165858453	2.462362129
EARS2	-1.20256273	2.695184145	-2.617592641
APMAP	0.943022335	5.222770514	3.574147039
LARS2	-1.133592184	-1.429983211	3.888286932
MT-ND1	-2.898088052	2.186321138	2.202535546
TJP2	-0.738296204	-5.22689332	-3.260261532
BBS2	1.153080388	-0.87349042	1.762458352
HBEGF	1.764052153	2.125126326	4.939686894
UBE2L3	-1.206888079	-2.611333489	-4.349276361
TBX18	4.356661052	2.888794409	2.54895647
WDR54	1.7675715	-1.629536925	6.157607583
SLC25A44	1.085518888	3.298780052	1.99408953
CASC4	1.228297025	-2.421344091	0.883411026
MT3	3.876825862	3.164129534	1.811396996
AHRR	3.13455221	-3.246953587	1.252673627
MINDY1	-1.619887359	3.464784599	0.501893048
CCDC3	2.505837725	2.523120558	1.096632968
BEX5	2.816106681	-2.397409028	1.462651557
MT-ND2	-2.59858278	-2.099707458	-1.857858652
GALNT6	1.908598147	1.227237837	-2.684424563
TLL2	2.86832164	3.475345032	1.380240249
AVPI1	1.577501592	1.932536827	1.207116713
LRCH3	-0.734624522	3.625673114	-1.99298532
ARSE	-1.260913486	3.686344282	-0.956054168
ZNF252P	1.393812361	-1.776252065	3.545552088
HSDL1	1.669475181	2.812462907	3.763364756
ZC3HC1	-1.340910336	5.35759887	2.821158087
ZBTB1	-1.605931016	-1.210182845	-1.279962523
CGNL1	-0.942647491	1.754207096	2.908513553
DCDC2	-3.014103889	0.619919906	2.671146827
TTC5	1.377684206	1.665373511	-1.492925661
CFAP58-DT	4.220437477	-1.461428769	-1.883914788
CDH1	-1.746237828	1.338344275	-3.42749382
AHSG	-1.69393274	-1.385884052	5.045909198
MT-ND6	-3.28252584	-1.334351648	-1.164845096
OSR2	4.543814391	2.343158404	3.662575382
RNF182	4.302129787	1.219366384	3.745225006
TMEM241	1.403885985	2.779226284	-1.175099823
RGS9BP	4.672032372	-3.867713483	1.852720842
TNNT1	2.753571597	-1.97609321	1.963577103
SNAP25	1.924660414	1.705833562	4.454799769
FBXO48	1.811114908	-3.732356135	-1.11076387
ST7	-1.351604484	-0.710615452	1.995731615
TMEM98	-1.196393367	1.439439737	-2.341271193
TP53I11	3.447913415	2.423258013	1.344810618
HYI	-1.401339947	1.930963665	-1.09290522
SLC8A2	3.970173448	1.327351029	1.897069949
NDUFS2	-1.331729608	3.747623834	2.158173894
SETD3	1.459614938	-1.881367367	4.806639591
TMEM220-AS1	-2.950197282	2.549864323	5.823212175
TNS2	-3.508384039	6.327528174	2.789551378
CLGN	2.750709574	1.607951332	2.852379628
IFIT3	-1.970316309	-1.078798404	-1.501899513
STIM2	1.117001154	-1.270076011	-1.217226132
HRG	-2.214306188	-1.906232927	2.680448258
TGM1	-3.046246309	5.755037254	-5.509824135
PSG11	-4.026513355	-3.708956186	-1.068874764
TPD52L2	-1.213029856	-2.145173423	-1.395326312
DMTN	-2.718622807	0.889081868	1.018041715
TMEM38B	2.062193689	1.533109262	-2.982030162
MAPK15	4.053028447	3.84424003	2.002613472
ARID1B	-1.771105887	-1.284936394	-1.066070884
FBXO36	1.708865959	-2.011991961	-1.694732681
S100A10	-1.730915561	1.271846044	-2.961803303
SON	-0.869080031	-3.053626746	-2.757274778
ELP6	-1.82785102	-2.175228275	-3.055108557
GPR50	4.65208383	-0.943307766	0.988980911
PURG	4.864325267	-0.744687954	1.736215353
TNNI3	4.331838748	5.549907451	-1.652235553
PIK3AP1	-0.766101923	3.378296697	5.693882333
NMI	-3.35752501	1.026607245	1.016599266
NKX2-5	4.640212997	0.762368784	1.41437244
BIRC3	2.098148656	-3.268098764	-2.005484622
LPIN2	-0.815034759	-1.535938534	1.70669605
TMEM25	2.02071151	-1.234806791	3.079645642
NOL12	-1.690644371	0.909634324	1.592880356
SGIP1	3.659812425	1.515681683	5.92140017
CREB5	1.149546933	-1.149308636	2.033831021
SLC27A2	-1.051623749	-1.141558416	1.221437708
PDLIM3	1.338426566	-1.219659955	-2.362176002
LINC00622	3.094072656	1.971256629	-1.523439825
MAATS1	2.629053875	-0.937053534	-0.855434084
PIP5KL1	3.257116934	-1.438193772	-3.014660683
CD177	-3.301438295	-2.931301649	-0.969547242
NDRG4	2.806738856	-2.023824619	-1.947712406
ACY3	-2.840497791	2.985342073	5.017203767
CX3CL1	-2.874319003	2.938760693	-0.497285705
PHF11	-2.712094617	-1.282050084	-0.967279402
GBP7	-2.421811808	-1.591104759	4.251048015
SLC6A20	-2.712861317	1.155142772	2.584141551
NEDD9	-1.499247309	2.606785382	3.965453127
SNAP25-AS1	-3.438810036	4.787510692	1.866364754
SV2A	3.702722575	-1.697417581	1.750772914
SYNJ1	0.993486059	1.750342732	3.756007171
CBX5	-1.286558715	1.264160815	-1.542577942
STON2	1.632490991	2.064752638	3.62925131
HNRNPK	-1.009281743	1.423163675	2.487144958
PPM1L	1.537008985	-1.812214346	3.739673944
NR0B2	-2.655500964	-2.296216876	-0.807318151
DACT3	3.815810034	-2.04664805	-1.626975767
RTN2	1.925163094	-1.675696308	-2.162440425
NMNAT2	3.320690845	2.017246839	1.333586358
AFM	-2.860333013	-2.320614222	5.162215112
ACSL3	1.804443141	-1.638901709	-0.748589038
SLC22A17	3.59288589	-2.064734676	4.498081052
TMEM38A	1.397385464	1.591433625	-1.051984346
INA	3.248982263	2.179025866	-1.357593649
SH2D3C	3.719039302	-2.310049305	-1.075221973
CCDC9B	-2.431095075	-1.185684594	4.238529862
TAT	1.650432644	-0.75368175	-1.837862542
ARRDC3	-1.798149687	-1.992310612	3.792205149
LPCAT2	1.978619225	-2.454194156	4.700712603
TSC22D3	1.582783345	-1.404194419	-0.682729362
SPATA6	1.920431619	1.571203125	3.933434827
GOLGA7	1.096066927	-4.172643886	2.383356951
HIST2H2BF	2.355249208	-0.838407702	-3.410092857
SIM2	3.062953791	1.030723034	-2.770497156
KRT7-AS	-4.109099572	1.541099343	-2.191950661
RAB33B	1.682111263	3.590758451	-2.096702191
PRAMEF2	-4.17529239	3.55133119	3.264075565
FLII	-1.826372564	-1.672235073	1.667946228
PAX3	4.522508275	-0.923784772	-1.421283218
SLITRK4	4.714211996	0.986911035	1.342812974
TUBB	-1.626069157	4.510186897	-1.081888602
RABL3	-2.325981068	4.178442586	0.709331088
ENOX1	2.759773524	1.967379948	1.448614301
JPT2	-0.836039555	-3.062237351	-1.303179679
U91319.1	-2.954871747	2.254352539	-0.79607736
XPO5	0.773631067	4.864371229	1.54019158
KYNU	-1.856547506	-2.032476717	-4.146287595
SLC6A17	4.538435694	2.399498387	4.688858122
DIS3L	-1.629284145	1.652441746	0.59504707
BMP8A	3.590660919	1.889246467	-3.172486451
KIF21B	2.30255384	-1.922893893	3.313194171
